sku_id,category,cost,price,current_stock,reorder_point,first_stock_date
1115,Home & Kitchen,46.26,93.97,393,23,2026-03-22
1116,Beauty,5.52,12.88,133,22,2025-12-23
1117,Sports,58.77,115.16,288,88,2026-04-28
1118,Beauty,44.71,74.42,56,75,2025-12-27
1119,Beauty,29.5,73.75,117,27,2025-12-16
1120,Beauty,39.28,65.5,35,54,2026-02-25
1121,Beauty,40.72,76.66,86,91,2026-02-22
1122,Beauty,5.79,11.62,65,31,2026-01-06
1123,Electronics,286.38,595.64,143,67,2026-01-11
1124,Beauty,10.89,19.17,29,64,2026-04-29
1125,Electronics,447.4,652.61,40,36,2026-04-22
1126,Sports,87.87,194.31,249,72,2026-03-22
1127,Home & Kitchen,48.17,117.78,99,27,2026-04-22
1128,Home & Kitchen,78.77,191.66,126,72,2026-03-14
1129,Home & Kitchen,67.5,96.5,67,97,2026-03-04
1130,Beauty,11.59,26.05,250,27,2026-04-03
1131,Electronics,78.02,186.08,269,27,2025-12-21
1132,Beauty,12.46,19.36,398,54,2026-03-31
1133,Beauty,11.18,26.53,26,83,2026-02-19
1134,Sports,225.88,385.17,284,28,2025-12-28
1135,Electronics,196.53,431.49,232,84,2026-01-17
1136,Home & Kitchen,126.09,203.27,223,98,2026-03-18
1137,Electronics,188.95,392.58,250,36,2026-02-25
1138,Electronics,90.37,175.99,12,31,2026-04-19
1139,Electronics,328.93,589.46,28,94,2026-01-28
1140,Beauty,40.29,77.52,1199,142,2026-01-08
1141,Electronics,269.19,476.63,327,88,2026-01-30
1142,Sports,104.57,204.67,1064,95,2026-03-22
1143,Home & Kitchen,40.57,83.48,506,122,2026-01-09
1144,Sports,229.87,348.74,713,89,2026-01-23
1145,Sports,64.99,113.03,274,84,2026-01-10
1146,Home & Kitchen,28.52,48.99,119,27,2026-01-09
1147,Apparel,13.89,20.73,619,50,2026-01-02
1148,Home & Kitchen,94.47,157.76,99,67,2026-02-09
1149,Apparel,18.12,43.59,371,89,2026-03-01
1150,Beauty,22.73,45.88,540,86,2026-02-12
1151,Beauty,10.45,23.75,34,93,2026-04-22
1152,Apparel,34.68,51.23,175,42,2026-02-08
1153,Sports,54.39,84.07,102,100,2026-03-20
1154,Home & Kitchen,99.04,208.18,374,32,2026-02-22
1155,Apparel,64.89,92.94,298,39,2026-04-29
1156,Sports,152.1,242.79,1899,117,2026-03-09
1157,Home & Kitchen,102.39,220.62,286,56,2026-04-18
1158,Electronics,319.88,582.1,121,76,2026-03-30
1159,Sports,81.78,130.59,600,71,2025-12-08
1160,Home & Kitchen,82.09,188.03,352,95,2026-02-13
1161,Home & Kitchen,37.52,89.13,86,85,2025-12-22
1162,Electronics,276.25,541.01,341,44,2026-03-09
1163,Home & Kitchen,83.29,129.21,276,91,2026-01-21
1164,Apparel,29.3,61.76,327,63,2026-03-29
1165,Sports,150.96,245.96,100,68,2026-02-16
1166,Electronics,110.62,251.65,1519,96,2026-04-04
1167,Sports,138.97,226.48,352,94,2026-01-31
1168,Electronics,77.2,115.42,381,91,2026-03-13
1169,Home & Kitchen,62.59,105.62,47,45,2026-01-27
1170,Apparel,14.5,35.0,61,56,2026-02-24
1171,Electronics,285.24,638.44,306,74,2025-12-05
1172,Apparel,15.61,28.63,96,35,2026-04-16
1173,Electronics,293.14,578.25,180,45,2026-02-07
1174,Beauty,36.47,56.01,326,26,2026-04-25
1175,Beauty,23.94,40.86,219,63,2026-02-23
1176,Sports,120.72,270.33,571,150,2025-12-17
1177,Beauty,15.29,26.87,140,38,2025-12-21
1178,Electronics,172.34,294.5,80,55,2026-01-16
1179,Beauty,44.49,88.74,586,82,2026-03-27
1180,Electronics,114.21,222.2,1502,76,2026-02-02
1181,Beauty,45.48,89.21,316,74,2026-01-01
1182,Sports,24.4,38.14,502,148,2026-02-15
1183,Home & Kitchen,50.24,87.32,112,47,2026-03-09
1184,Home & Kitchen,121.43,233.34,1602,131,2026-03-03
1185,Beauty,6.57,15.62,323,32,2026-03-29
1186,Electronics,404.24,616.49,210,66,2026-01-06
1187,Sports,136.74,275.24,137,45,2026-01-07
1188,Beauty,36.74,68.14,69,78,2026-01-25
1189,Sports,121.2,259.93,144,75,2025-12-11
1190,Home & Kitchen,23.69,44.45,257,22,2025-12-03
1191,Home & Kitchen,68.77,109.25,211,91,2026-03-27
1192,Home & Kitchen,145.87,210.28,277,34,2026-02-09
1193,Sports,195.11,328.81,302,50,2026-03-25
1194,Sports,128.13,216.15,243,86,2026-03-25
1195,Sports,20.61,43.79,327,23,2025-12-31
1196,Sports,63.22,110.32,1748,75,2026-04-12
1197,Electronics,381.56,575.62,350,76,2026-02-26
1198,Electronics,136.02,308.39,250,38,2026-01-30
1199,Sports,19.18,33.57,200,50,2026-02-22
1200,Sports,236.44,358.77,393,21,2026-02-25
1201,Apparel,18.36,43.07,42,81,2026-01-03
1202,Home & Kitchen,110.94,209.12,120,72,2026-03-11
1203,Beauty,27.85,50.45,617,67,2026-02-02
1204,Apparel,45.72,98.03,234,30,2025-12-12
1205,Apparel,48.34,114.6,1817,57,2026-02-23
1206,Home & Kitchen,33.93,70.25,248,78,2025-12-31
1207,Home & Kitchen,18.14,28.81,376,68,2026-01-18
1208,Electronics,290.65,587.58,1575,54,2026-04-16
1209,Electronics,215.77,345.87,164,76,2026-04-18
1210,Electronics,214.89,396.07,231,81,2026-03-07
1211,Sports,19.47,29.38,1591,113,2025-12-11
1212,Home & Kitchen,86.27,140.41,224,53,2026-04-27
1213,Home & Kitchen,11.39,22.57,1988,118,2026-01-04
1214,Electronics,294.85,605.95,207,22,2026-01-30
1215,Apparel,74.99,111.57,108,86,2026-02-14
1216,Sports,151.57,234.48,348,72,2026-04-15
1217,Apparel,57.87,85.8,125,26,2026-03-27
1218,Home & Kitchen,45.23,84.31,201,61,2026-01-31
1219,Apparel,35.41,59.82,258,38,2026-01-23
1220,Electronics,256.08,499.96,1608,81,2026-01-03
1221,Apparel,47.44,110.87,164,74,2026-01-19
1222,Beauty,19.0,46.46,14,60,2026-02-22
1223,Home & Kitchen,54.98,129.54,1350,96,2026-04-02
1224,Electronics,70.62,116.23,335,59,2026-03-17
1225,Electronics,163.9,270.3,378,75,2025-12-20
1226,Home & Kitchen,51.17,101.17,309,76,2026-03-17
1227,Beauty,5.78,8.48,101,91,2025-12-14
1228,Electronics,162.67,249.64,299,47,2026-02-21
1229,Apparel,33.4,81.42,1619,108,2026-03-14
1230,Electronics,298.77,524.64,297,93,2026-03-23
1231,Apparel,55.34,95.76,397,37,2025-12-07
1232,Electronics,193.15,278.6,349,86,2026-01-07
1233,Electronics,312.14,523.13,373,80,2026-01-16
1234,Sports,37.93,76.71,85,41,2025-12-16
1235,Beauty,49.55,71.86,302,100,2025-12-14
1236,Electronics,340.28,529.98,169,74,2026-04-23
1237,Beauty,8.1,12.8,911,130,2026-03-22
1238,Electronics,284.62,572.48,961,50,2026-02-24
1239,Home & Kitchen,89.25,193.0,81,82,2025-12-18
1240,Sports,144.4,285.97,368,50,2025-12-22
1241,Electronics,389.69,626.07,243,22,2026-04-09
1242,Home & Kitchen,129.1,185.53,193,43,2026-01-30
1243,Apparel,58.71,113.37,98,68,2026-02-14
1244,Sports,41.46,61.86,297,92,2026-02-06
1245,Apparel,13.39,27.65,352,58,2025-12-08
1246,Apparel,37.87,61.81,361,37,2025-12-25
1247,Electronics,104.43,163.64,1212,111,2026-01-02
1248,Home & Kitchen,121.62,239.87,149,66,2026-02-21
1249,Electronics,314.52,636.21,1113,68,2026-04-27
1250,Home & Kitchen,129.08,207.73,338,85,2026-04-24
1251,Beauty,9.56,17.44,130,23,2026-02-28
1252,Beauty,30.58,53.59,129,51,2026-04-01
1253,Sports,34.65,72.2,388,96,2026-01-26
1254,Electronics,204.49,443.32,107,53,2025-12-15
1255,Sports,132.85,213.24,109,53,2026-03-17
1256,Beauty,21.44,31.6,273,24,2026-04-05
1257,Apparel,31.39,64.86,329,64,2026-03-27
1258,Home & Kitchen,64.98,141.03,189,42,2026-03-18
1259,Apparel,10.47,16.0,51,60,2025-12-23
1260,Home & Kitchen,38.7,64.63,220,90,2026-04-09
1261,Beauty,41.22,71.47,387,68,2026-03-31
1262,Home & Kitchen,13.73,22.23,579,83,2025-12-10
1263,Electronics,71.24,114.55,148,49,2025-12-19
1264,Electronics,170.2,305.84,381,58,2026-03-18
1265,Home & Kitchen,63.14,140.59,512,89,2025-12-03
1266,Home & Kitchen,24.94,48.01,125,90,2026-01-05
1267,Sports,220.04,347.72,297,77,2026-01-18
1268,Home & Kitchen,57.07,107.79,56,29,2025-12-17
1269,Home & Kitchen,111.51,209.27,1688,56,2026-02-04
1270,Electronics,80.35,165.44,77,97,2026-02-05
1271,Electronics,392.72,661.23,84,85,2026-03-04
1272,Electronics,130.29,293.96,72,51,2026-04-16
1273,Beauty,5.4,9.02,86,95,2026-01-15
1274,Home & Kitchen,103.15,227.55,357,71,2026-01-18
1275,Apparel,10.25,19.02,54,67,2025-12-14
1276,Home & Kitchen,111.65,202.64,1084,80,2026-03-08
1277,Beauty,7.27,10.59,50,43,2026-03-11
1278,Beauty,21.95,46.0,185,23,2025-12-19
1279,Apparel,7.42,16.53,256,55,2026-01-16
1280,Home & Kitchen,51.03,92.56,142,97,2026-03-24
1281,Beauty,11.7,28.56,90,57,2025-12-02
1282,Apparel,42.8,64.73,148,80,2026-04-22
1283,Home & Kitchen,72.85,165.92,96,24,2026-01-08
1284,Home & Kitchen,66.82,166.67,364,81,2026-01-05
1285,Apparel,14.27,23.04,57,62,2025-12-20
1286,Electronics,417.35,795.39,335,51,2026-01-16
1287,Sports,67.08,117.11,49,44,2025-12-09
1288,Beauty,27.7,50.25,345,96,2025-12-16
1289,Home & Kitchen,106.4,165.72,218,41,2026-04-02
1290,Electronics,375.59,759.22,357,74,2026-02-02
1291,Apparel,19.78,31.77,1021,52,2025-12-17
1292,Sports,102.15,209.59,330,96,2026-04-24
1293,Apparel,30.26,69.77,153,82,2026-04-28
1294,Electronics,128.36,186.28,1618,135,2026-01-11
1295,Sports,175.38,308.15,358,72,2026-04-03
1296,Electronics,194.74,456.82,73,41,2026-04-10
1297,Electronics,411.61,599.86,338,79,2026-01-12
1298,Beauty,30.77,48.54,271,67,2026-04-10
1299,Beauty,13.87,33.34,173,28,2026-01-26
1300,Electronics,277.23,644.13,32,79,2026-01-19
1301,Electronics,332.97,614.07,279,49,2025-12-16
1302,Sports,166.93,253.74,164,34,2026-01-07
1303,Sports,11.77,24.24,103,89,2026-03-21
1304,Sports,222.94,361.69,144,75,2026-03-16
1305,Electronics,218.85,425.31,249,57,2026-02-05
1306,Home & Kitchen,66.04,118.91,185,26,2025-12-28
1307,Sports,52.53,104.05,340,79,2026-02-02
1308,Electronics,115.31,166.46,125,58,2025-12-24
1309,Electronics,84.12,194.86,88,64,2026-02-25
1310,Sports,145.47,339.66,1431,128,2026-01-22
1311,Beauty,12.86,24.62,86,54,2026-04-27
1312,Beauty,55.1,79.19,264,55,2026-02-17
1313,Beauty,31.91,72.28,144,42,2026-03-27
1314,Home & Kitchen,168.34,240.64,224,94,2026-02-01
1315,Apparel,40.34,85.74,119,20,2025-12-30
1316,Sports,10.45,21.97,38,92,2026-02-19
1317,Beauty,21.8,41.31,819,53,2025-12-05
1318,Home & Kitchen,60.08,146.09,299,24,2026-04-18
1319,Sports,100.34,201.95,96,85,2025-12-28
1320,Apparel,13.41,22.27,94,78,2026-03-24
1321,Electronics,247.7,561.86,116,21,2026-03-16
1322,Beauty,12.87,31.73,281,87,2026-04-21
1323,Home & Kitchen,64.71,113.84,367,69,2026-03-17
1324,Electronics,33.81,78.09,195,98,2026-04-29
1325,Home & Kitchen,53.32,88.52,138,56,2026-03-10
1326,Electronics,65.3,120.37,1397,123,2026-04-02
1327,Apparel,46.72,68.78,548,89,2025-12-16
1328,Electronics,139.61,288.69,274,41,2025-12-17
1329,Electronics,116.24,192.72,351,98,2026-04-09
1330,Sports,166.94,323.97,157,31,2026-02-07
1331,Sports,62.32,145.59,24,22,2026-02-27
1332,Apparel,52.31,103.91,15,89,2025-12-25
1333,Home & Kitchen,25.28,48.22,1732,140,2026-01-06
1334,Electronics,164.58,321.59,297,52,2026-03-17
1335,Home & Kitchen,77.65,167.88,385,31,2026-02-21
1336,Electronics,267.0,501.94,315,79,2026-03-08
1337,Electronics,55.52,105.59,157,29,2026-04-28
1338,Sports,145.17,232.52,212,62,2026-02-02
1339,Electronics,66.44,147.45,301,30,2026-04-17
1340,Sports,16.09,27.48,323,77,2026-03-31
1341,Electronics,184.61,433.75,1282,121,2025-12-04
1342,Sports,92.54,161.75,335,31,2026-01-04
1343,Sports,150.45,316.33,175,64,2025-12-26
1344,Sports,76.56,146.23,301,87,2025-12-11
1345,Home & Kitchen,12.6,23.88,1268,139,2026-01-02
1346,Beauty,12.27,21.95,11,49,2026-04-22
1347,Apparel,14.91,30.93,1509,99,2026-04-10
1348,Apparel,18.03,25.86,113,80,2025-12-03
1349,Electronics,74.15,159.97,400,60,2026-01-03
1350,Electronics,272.61,573.04,196,24,2026-01-19
1351,Apparel,34.2,58.22,808,88,2026-03-11
1352,Sports,139.7,245.94,103,48,2026-03-10
1353,Electronics,465.07,685.09,382,85,2026-03-29
1354,Electronics,425.23,779.51,43,28,2026-04-23
1355,Home & Kitchen,27.0,47.45,16,92,2026-01-12
1356,Electronics,401.81,717.64,368,67,2025-12-23
1357,Apparel,39.38,86.85,304,22,2026-04-29
1358,Electronics,353.51,784.68,1755,64,2026-03-08
1359,Home & Kitchen,22.03,46.31,386,44,2026-03-17
1360,Electronics,124.49,204.03,360,93,2026-01-26
1361,Beauty,46.5,84.95,346,41,2025-12-26
1362,Sports,115.49,230.03,343,75,2026-01-11
1363,Home & Kitchen,34.46,55.91,391,63,2026-01-30
1364,Home & Kitchen,45.59,106.1,342,61,2026-04-18
1365,Home & Kitchen,149.23,220.93,514,126,2026-03-31
1366,Electronics,268.73,577.45,18,42,2025-12-09
1367,Home & Kitchen,6.64,14.19,11,27,2026-04-16
1368,Apparel,37.51,87.28,269,71,2026-01-08
1369,Apparel,38.32,70.95,242,78,2026-02-22
1370,Sports,173.93,276.16,213,90,2026-02-11
1371,Home & Kitchen,72.52,156.87,85,92,2026-02-24
1372,Sports,11.89,20.18,263,70,2025-12-10
1373,Home & Kitchen,46.2,76.09,283,59,2026-04-02
1374,Electronics,63.99,155.92,201,32,2026-02-14
1375,Apparel,30.07,51.69,64,52,2026-04-17
1376,Beauty,7.43,11.37,336,63,2026-01-09
1377,Apparel,37.35,54.49,1698,62,2026-03-31
1378,Home & Kitchen,94.22,149.95,95,57,2026-02-07
1379,Sports,144.52,291.67,93,28,2026-03-22
1380,Electronics,261.05,421.57,143,90,2026-02-07
1381,Beauty,19.18,44.41,247,25,2026-04-13
1382,Sports,82.78,133.01,19,67,2026-04-24
1383,Sports,166.31,372.47,260,51,2025-12-27
1384,Sports,177.66,380.87,313,97,2026-04-07
1385,Apparel,15.61,27.19,325,48,2026-03-06
1386,Apparel,41.36,94.84,295,28,2026-03-25
1387,Home & Kitchen,145.8,217.46,70,36,2026-02-07
1388,Apparel,14.08,30.49,59,82,2026-03-11
1389,Home & Kitchen,60.51,107.51,226,55,2026-04-12
1390,Sports,41.51,63.3,78,29,2026-04-13
1391,Electronics,302.68,726.18,337,42,2026-03-11
1392,Electronics,142.95,262.92,1834,61,2025-12-05
1393,Beauty,36.99,66.5,93,74,2025-12-07
1394,Apparel,37.57,79.07,398,63,2026-02-04
1395,Electronics,315.36,676.94,35,48,2026-01-21
1396,Sports,114.75,175.79,128,86,2026-02-25
1397,Apparel,71.78,104.81,268,68,2025-12-18
1398,Home & Kitchen,33.94,76.85,331,66,2026-01-01
1399,Electronics,194.84,437.68,1343,143,2026-02-11
1400,Home & Kitchen,26.31,45.07,310,79,2026-04-27
1401,Sports,50.14,121.1,210,87,2026-04-22
1402,Home & Kitchen,7.49,12.82,376,80,2026-02-02
1403,Electronics,317.47,471.99,387,69,2025-12-26
1404,Electronics,145.67,227.86,80,49,2026-01-28
1405,Sports,71.52,114.73,18,36,2026-03-01
1406,Home & Kitchen,95.53,145.14,180,65,2025-12-27
1407,Home & Kitchen,59.58,89.12,388,30,2026-04-20
1408,Electronics,299.84,494.87,301,56,2026-01-18
1409,Sports,139.63,263.3,246,72,2026-04-29
1410,Sports,120.92,174.73,655,55,2026-04-06
1411,Sports,16.85,30.04,1025,99,2025-12-25
1412,Sports,11.51,20.88,1200,109,2025-12-20
1413,Sports,179.51,350.94,311,61,2025-12-12
1414,Apparel,8.01,16.12,218,55,2026-02-07
1415,Apparel,44.98,85.81,365,82,2025-12-19
1416,Apparel,23.49,36.84,264,80,2026-03-12
1417,Apparel,34.21,49.62,134,33,2026-02-10
1418,Sports,10.46,25.5,205,56,2025-12-13
1419,Apparel,19.22,34.76,354,66,2026-02-09
1420,Apparel,37.78,72.17,792,113,2025-12-04
1421,Sports,225.07,374.06,275,47,2025-12-20
1422,Sports,208.58,359.97,710,56,2026-04-07
1423,Beauty,30.1,43.94,294,72,2026-01-29
1424,Beauty,34.46,54.48,232,23,2026-03-28
1425,Beauty,52.33,80.4,281,91,2026-02-12
1426,Home & Kitchen,49.9,94.62,353,66,2026-01-10
1427,Beauty,29.12,51.41,115,50,2026-01-05
1428,Sports,111.32,233.87,322,64,2026-02-23
1429,Home & Kitchen,119.83,173.67,44,36,2026-01-25
1430,Sports,37.55,65.98,55,64,2026-01-27
1431,Electronics,194.23,449.24,366,64,2026-01-18
1432,Electronics,102.84,156.13,64,75,2026-03-16
1433,Home & Kitchen,136.36,205.8,60,54,2026-03-15
1434,Electronics,41.54,74.85,79,72,2026-02-10
1435,Beauty,37.5,59.51,157,20,2026-03-08
1436,Electronics,44.25,89.42,175,94,2025-12-17
1437,Sports,243.03,389.42,241,37,2026-02-02
1438,Apparel,50.71,77.13,31,31,2026-02-18
1439,Home & Kitchen,105.05,247.38,264,52,2026-03-12
1440,Apparel,66.48,108.1,28,39,2026-02-14
1441,Electronics,159.96,267.36,300,31,2026-03-23
1442,Apparel,78.07,117.43,352,51,2026-03-13
1443,Sports,30.37,51.62,261,39,2026-04-05
1444,Apparel,42.68,105.65,36,37,2026-03-27
1445,Home & Kitchen,29.82,52.56,1364,91,2026-04-12
1446,Sports,168.05,297.05,364,43,2026-01-13
1447,Electronics,162.06,322.25,1975,134,2026-02-20
1448,Beauty,5.32,12.74,36,40,2026-03-12
1449,Electronics,356.17,577.97,223,76,2026-04-12
1450,Beauty,39.97,81.93,345,81,2026-03-22
1451,Beauty,36.96,74.88,1402,77,2026-04-29
1452,Electronics,42.84,84.46,100,65,2026-03-02
1453,Beauty,32.31,74.65,316,37,2026-02-26
1454,Beauty,34.82,63.88,120,35,2025-12-28
1455,Beauty,7.13,11.71,1349,63,2026-03-30
1456,Sports,90.35,151.91,389,40,2026-04-11
1457,Home & Kitchen,27.3,42.37,128,80,2026-03-04
1458,Home & Kitchen,82.68,123.9,50,39,2026-04-16
1459,Beauty,24.17,56.25,51,70,2026-03-25
1460,Beauty,29.25,53.02,194,76,2025-12-22
1461,Sports,149.16,367.33,17,60,2026-03-26
1462,Home & Kitchen,8.33,17.66,370,57,2026-04-29
1463,Sports,74.99,175.59,198,29,2026-03-09
1464,Beauty,35.57,61.34,235,26,2026-02-02
1465,Home & Kitchen,41.75,81.62,286,74,2026-03-20
1466,Electronics,225.13,374.02,232,92,2025-12-19
1467,Sports,14.96,27.11,235,46,2026-02-23
1468,Sports,24.51,59.83,283,98,2026-02-21
1469,Electronics,132.92,271.46,324,99,2025-12-08
1470,Beauty,19.85,41.43,77,36,2025-12-31
1471,Home & Kitchen,55.76,121.81,330,78,2026-03-08
1472,Apparel,34.7,79.94,175,35,2026-03-04
1473,Sports,178.69,277.16,242,93,2026-04-21
1474,Apparel,54.97,81.97,313,74,2025-12-11
1475,Home & Kitchen,31.51,69.31,237,25,2026-03-06
1476,Beauty,5.2,8.95,144,58,2026-04-25
1477,Sports,258.92,371.8,793,84,2026-01-19
1478,Apparel,31.3,50.99,23,73,2026-01-17
1479,Sports,111.53,243.47,35,31,2026-01-07
1480,Beauty,4.96,7.59,170,44,2026-02-25
1481,Beauty,28.35,59.3,303,39,2026-03-12
1482,Apparel,65.86,104.84,74,25,2026-04-13
1483,Electronics,224.04,362.95,291,61,2026-03-04
1484,Home & Kitchen,78.76,124.39,336,66,2025-12-20
1485,Home & Kitchen,52.59,102.22,245,37,2025-12-31
1486,Sports,121.48,263.84,303,44,2026-04-10
1487,Apparel,33.9,53.85,558,134,2025-12-15
1488,Sports,41.07,61.57,400,83,2026-01-24
1489,Beauty,11.17,17.6,46,23,2026-01-27
1490,Electronics,108.99,208.91,264,78,2026-04-12
1491,Sports,52.19,103.83,191,77,2025-12-30
1492,Home & Kitchen,72.63,179.7,387,60,2026-04-28
1493,Home & Kitchen,30.39,49.22,362,68,2026-04-21
1494,Beauty,29.38,59.24,185,60,2026-01-09
1495,Beauty,18.46,39.3,124,93,2026-01-17
1496,Sports,102.38,156.61,303,24,2025-12-21
1497,Sports,227.01,329.84,132,25,2026-01-11
1498,Beauty,43.23,62.19,66,48,2026-01-27
1499,Beauty,13.47,26.6,159,71,2025-12-07
1500,Electronics,239.18,357.35,79,59,2026-02-21
1501,Beauty,32.47,54.56,160,46,2026-02-08
1502,Home & Kitchen,32.46,68.13,939,130,2026-02-04
1503,Apparel,16.29,25.67,338,32,2025-12-07
